key_id, contract_id       , commercial_product_id, commercial_subproduct_id, contract_register_date, account_status_type, account_status_type_desc, blocking_type, blocking_type_desc, account_freeze_type, contract_status_date, contract_status_type, contract_status_type_desc, card_bin_number, card_bin_subtype_type, contract_end_date, participant_type, participation_order_number, card_status_type, card_status_date, last_four_pan_id, origin_flag, customer_id, personal_id    , personal_type, personal_verif_digit_type, customer_name                                                 , personal_type_desc  , off_loaded_porfolio_date, portfolio_buyer_company_id, buyer_name                        , off_loaded_portfolio_flag, written_off_date, written_off_flag, default_days_number, default_date, default_flag, restructured_flag, date_consult_risk_ctral, flag_consult_risk_ctral, product_desc               , audit_date             , default_status_pay, adelanto_nomina_flag
001454, 001300099600001454,                    96,                     5234, 0001-01-01            ,                    ,                         ,              ,                   ,                    , 2014-01-16          , A                   , OTRO                     ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,    05681401, 000000075094741,             1,                         0, JAIME ANDRES MARIN MARTINEZ                                   , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 965234                     , 2026-05-22 21:57:14.523, false             , false
001629, 001300099600001629,                    96,                     3191, 0001-01-01            ,                    ,                         ,              ,                   ,                    , 2014-01-29          , A                   , ACTIVO                   ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,    06848639, 000001058818703,             1,                         0, SABRINA RIVERA GARCIA                                         , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , true            ,                1080, 2023-05-25  , false       , false            ,                        , false                  , 963191                     , 2026-05-22 22:07:31.063, true              , false
001652, 001300099600001652,                    96,                     3191, 0001-01-01            ,                    ,                         ,              ,                   ,                    , 2014-01-22          , A                   , OTRO                     ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,    06146981, 000001053779500,             1,                         0, FREDERICK SOTO YARA                                           , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 963191                     , 2026-05-22 21:57:14.523, false             , false
001678, 001300099600001678,                    96,                     1307, 0001-01-01            ,                    ,                         ,              ,                   ,                    , 2014-02-18          , A                   , OTRO                     ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,    07812463, 000001053776839,             1,                         0, YULIANA ARBELAEZ CARDENAS                                     , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 961307                     , 2026-05-22 21:57:14.523, false             , false
001728, 001300099600001728,                    96,                     5394, 0001-01-01            ,                    ,                         ,              ,                   ,                    , 2019-11-23          , A                   , OTRO                     ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,    03659696, 000000030335286,             1,                         0, ANDREA JULIANA HOYOS GONZALEZ                                 , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 965394                     , 2026-05-22 21:57:14.523, false             , false
001827, 001300099600001827,                    96,                     7128, 0001-01-01            ,                    ,                         ,              ,                   ,                    , 2014-08-02          , A                   , OTRO                     ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,    07818083, 000000075097144,             1,                         0, LEONARDO FABIO ARBELAEZ PATINO                                , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 967128                     , 2026-05-22 21:57:14.523, false             , false
001843, 001300099600001843,                    96,                     3191, 0001-01-01            ,                    ,                         ,              ,                   ,                    , 2014-02-03          , A                   , ACTIVO                   ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,    07667553, 000001053794498,             1,                         0, FRANCIA LORENA MARULANDA CARDONA                              , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                  60, 2026-03-25  , true        , false            ,                        , false                  , 963191                     , 2026-05-22 21:57:14.523, false             , false
001900, 001300099600001900,                    96,                     3191, 0001-01-01            ,                    ,                         ,              ,                   ,                    , 2014-02-03          , A                   , ACTIVO                   ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,    07667553, 000001053794498,             1,                         0, FRANCIA LORENA MARULANDA CARDONA                              , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 963191                     , 2026-05-22 21:57:14.523, false             , false
001959, 001300099600001959,                    96,                     5549, 0001-01-01            ,                    ,                         ,              ,                   ,                    , 2014-02-12          , A                   , OTRO                     ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,    07807275, 000000030233885,             1,                         0, BIBIANA CARDENAS ARBELAEZ                                     , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 965549                     , 2026-05-22 21:57:14.523, false             , false
001967, 001300099600001967,                    96,                     7128, 0001-01-01            ,                    ,                         ,              ,                   ,                    , 2014-02-04          , 9                   , PROPUESTA                ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,    07818083, 000000075097144,             1,                         0, LEONARDO FABIO ARBELAEZ PATINO                                , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 967128                     , 2026-05-22 21:57:14.523, false             , false
001991, 001300099600001991,                    96,                     5549, 0001-01-01            ,                    ,                         ,              ,                   ,                    , 2014-02-05          , A                   , OTRO                     ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,    07807275, 000000030233885,             1,                         0, BIBIANA CARDENAS ARBELAEZ                                     , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 965549                     , 2026-05-22 21:57:14.523, false             , false
002007, 001300099600002007,                    96,                     5549, 0001-01-01            ,                    ,                         ,              ,                   ,                    , 2014-02-07          , 9                   , PROPUESTA                ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,    07807275, 000000030233885,             1,                         0, BIBIANA CARDENAS ARBELAEZ                                     , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 965549                     , 2026-05-22 21:57:14.523, false             , false
002130, 001300099600002130,                    96,                     1567, 0001-01-01            ,                    ,                         ,              ,                   ,                    , 2014-02-08          , A                   , OTRO                     ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,    03824035, 000000010253115,             1,                         0, CESAR AUGUSTO PELAEZ RAMIREZ                                  , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 961567                     , 2026-05-22 21:57:14.523, false             , false
002262, 001300099600002262,                    96,                     3127, 0001-01-01            ,                    ,                         ,              ,                   ,                    , 2019-11-23          , A                   , OTRO                     ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,    07851327, 000000075092209,             1,                         0, EDWIN HANEY PINZON RIVAS                                      , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 963127                     , 2026-05-22 21:57:14.523, false             , false
002288, 001300099600002288,                    96,                     5355, 0001-01-01            ,                    ,                         ,              ,                   ,                    , 2019-11-23          , A                   , OTRO                     ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,    05542358, 000000030397817,             1,                         0, SANDRA VIVIANA CORREA GIRALDO                                 , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 965355                     , 2026-05-22 21:57:14.523, false             , false
002304, 001300099600002304,                    96,                     5571, 0001-01-01            ,                    ,                         ,              ,                   ,                    , 2019-11-23          , A                   , ACTIVO                   ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,    03128991, 000000075082771,             1,                         0, CARLOS ARTURO HUERTAS LOPEZ                                   , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , true            ,                 480, 2025-05-25  , true        , false            ,                        , false                  , 965571                     , 2026-05-22 21:57:14.523, false             , false
002312, 001300099600002312,                    96,                     2538, 0001-01-01            ,                    ,                         ,              ,                   ,                    , 2014-02-19          , A                   , ACTIVO                   ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,    07851843, 000000030373938,             1,                         0, ADRIANA MARIA ARIAS GALLEGO                                   , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , true            ,                 480, 2025-05-25  , true        , false            ,                        , false                  , 962538                     , 2026-05-22 22:07:31.063, true              , false
002320, 001300099600002320,                    96,                     5549, 0001-01-01            ,                    ,                         ,              ,                   ,                    , 2014-02-14          , A                   , ACTIVO                   ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,    00203498, 000000010283646,             1,                         0, XAVIER ALONSO BUITRAGO BONILLA                                , Cedula Ciudadania   , 2026-05-13              ,                       1234, BANCA INVERSIONES COMPRA CART. SAS, true                     ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 965549                     , 2026-05-22 21:57:14.523, false             , false
002429, 001300099600002429,                    96,                     1564, 0001-01-01            ,                    ,                         ,              ,                   ,                    , 2014-02-24          , A                   , ACTIVO                   ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,    07854192, 000000024338535,             1,                         0, KARLA JOHANNA GONZALEZ PEREZ                                  , Cedula Ciudadania   , 2026-03-30              ,                       1234, BANCA INVERSIONES COMPRA CART. SAS, true                     , 2026-04-30      , true            ,                    ,             , false       , false            ,                        , false                  , 961564                     , 2026-05-22 21:57:14.523, false             , false
002460, 001300099600002460,                    96,                     5549, 0001-01-01            ,                    ,                         ,              ,                   ,                    , 2019-11-23          , A                   , OTRO                     ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,    06970907, 000000034000290,             1,                         0, PAULA ANDREA PEREZ                                            , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 965549                     , 2026-05-22 21:57:14.523, false             , false
350611, 001303505000761102,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          492489, IR                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    12546566, 000000000185674,             5,                         0, JUAN ANTONIO SALGADO SALGADO                                  , Pasaporte           ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
391009, 001303915001100988,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          492489, IR                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    02303677, 000000000206865,             2,                         0, JOEL DOGLIONI                                                 , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
627212, 001306275000921216,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          404280, N1                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    12683586, 000000000241793,             2,                         0, ANDREA FABIANA HAEDO                                          , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
187512, 001301875000951231,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          404280, N1                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    01961926, 000000000250714,             2,                         0, LUIS ANTONIO VEGA PILCO                                       , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
479038, 001304795001403809,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          404280, NY                   , 2025-11-27       ,                 ,                           ,                 ,                 ,                 , TDC        ,    00881979, 000000000252876,             2,                         0, RITA DEL CARMEN DAVILA JIJON                                  , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
158021, 001301585016102149,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          404280, N1                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    14605920, 000000000255565,             1,                         0, JAIRO ENRIQUE TORRES SOLER                                    , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
066381, 001300665000738139,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          450407, HW                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    12202815, 000000000261823,             1,                         0, HECTOR HERNAN BEJARANO BELTRAN                                , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
323744, 001303235001774470,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          404280, N1                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    08452569, 000000000276506,             2,                         0, EDWIN RAUL DIAZ MALDONADO                                     , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
362158, 001303625001615824,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          492489, IR                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    00014978, 000000000281744,             1,                         0, ALVARO PENA ALFONSO                                           , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
863669, 001308635000566972,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          553643, 61                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    10398434, 000000000289805,             2,                         0, DONGMEI CHEN                                                  , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
158154, 001301585015315445,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          404280, N1                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    12769909, 000000000308897,             2,                         0, LUIS VELASQUEZ VERA                                           , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
904291, 001309045001729117,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          492489, IR                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    09787146, 000000000331341,             2,                         0, FRANCISCO ORDAZ URRUTIA                                       , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
393433, 001303935000543350,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          450407, HW                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    03684709, 000000000334823,             1,                         0, MAURICIO CRUZ ROMERO                                          , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
510011, 001305105000801152,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          553643, 61                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    08736389, 000000000339404,             2,                         0, BERTA PILAR ALVAREZ PEREZ                                     , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
642861, 001306425000686182,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          492489, IR                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    06101972, 000000000346004,             2,                         0, SANTOS GARCIA SANCHEZ                                         , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
047511, 001300475000551148,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          518761, KS                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    00016166, 000000000347806,             1,                         0, ARMANDO DIMATE DIAZ                                           , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
710779, 001317105003077907,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          450407, VD                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    06467380, 000000000351343,             1,                         0, JOSE ERNESTO LOPEZ                                            , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
241707, 001302415000470772,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          553643, 61                   , 2025-02-17       ,                 ,                           ,                 ,                 ,                 , TDC        ,    08241415, 000000000355642,             2,                         0, MAURO ANDRES TROSSERO                                         , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
418896, 001304185001089669,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          548115, 72                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    10182988, 000000000360542,             2,                         0, ENRIQUE ANDRES MORATA SILVA                                   , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
047781, 001300475000578182,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          450407, HW                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    06635925, 000000000365826,             2,                         0, CARLOS OMAR ROJAS SANCHEZ                                     , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
158372, 001301585017737240,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          492489, IR                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    07221500, 000000000370672,             2,                         0, BENJAMIN CASTRO CUESTA                                        , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
317621, 001303175000862118,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          450407, HW                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    08678916, 000000000374752,             2,                         0, SANDRA LUZ PARADA PALOMINO                                    , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
334410, 001303345000541067,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          492489, IR                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    07226649, 000000000375166,             2,                         0, RAMON OSCAR QUINTERO                                          , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
158799, 001301585017079981,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          492489, IR                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    10345466, 000000000381408,             2,                         0, GABRIELA ZORE RANOWSKY GONZALEZ                               , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
094099, 001300945002009923,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          450408, IY                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    02250330, 000000000385715,             1,                         0, FLAMINIO HUERFANO PINEROS                                     , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
518927, 001305185000892708,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          404280, N1                   , 2022-11-10       ,                 ,                           ,                 ,                 ,                 , TDC        ,    09284397, 000000000387042,             2,                         0, ANGEL FERNANDEZ MANSILLA                                      , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
619623, 001306195000062383,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          492489, IR                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    08746837, 000000000387189,             2,                         0, SEBASTIAN ANGEL DECOUD                                        , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
